Postcode,Bedrooms,2021,2022,2023,2024
2074,9,,,,1800.0
2074,U,1065.0,595.0,611.6666666666666,
2075,1,395.0,510.0,540.8333333333334,535.0
2075,2,622.0,630.5555555555555,692.3076923076923,769.6428571428571
2075,3,1028.1951219512196,1025.5625,1027.3703703703704,1093.0689655172414
2075,4,1195.0898876404494,1226.7553191489362,1242.421052631579,1341.796875
2075,5,1511.2222222222222,1660.377358490566,1578.5964912280701,1756.4285714285713
2075,6,1675.0,1600.5555555555557,1909.375,1762.5
2075,7,1495.0,,,1800.0
2075,U,,1135.7142857142858,,
2076,0,,,420.0,
2076,1,361.6666666666667,430.0,460.8333333333333,503.0
2076,2,603.2608695652174,558.8709677419355,613.2692307692307,678.2142857142857
2076,3,756.8817204301075,785.8446601941747,899.7222222222222,923.7439024390244
2076,4,1000.2454545454545,1113.6666666666667,1174.8863636363637,1222.0535714285713
2076,5,1405.0,1672.037037037037,1585.7936507936508,1681.5740740740741
2076,6,1875.0,1508.6363636363637,1880.0,1695.8333333333333
2076,7,1550.0,,1150.0,1400.0
2076,8,,,2000.0,
2076,U,835.0,1178.3333333333333,1268.3333333333333,850.0
2077,0,310.0,,395.0,440.0
2077,1,352.14285714285717,384.03225806451616,422.2916666666667,497.1111111111111
2077,2,487.29411764705884,519.7348484848485,587.8508771929825,642.7439024390244
2077,3,641.7042253521126,698.419540229885,758.1172839506173,819.1944444444445
2077,4,769.9404761904761,824.5876288659794,905.7692307692307,988.1481481481482
2077,5,908.125,1073.235294117647,1071.551724137931,1063.3333333333333
2077,6,850.0,1000.0,1290.0,1250.0
2077,7,1000.0,,,
2077,8,,1195.0,,
2077,U,559.2105263157895,579.5238095238095,650.0,707.0
2079,1,397.5,353.3333333333333,455.0,423.3333333333333
2079,2,446.5,459.61538461538464,528.4615384615385,802.5
2079,3,616.7446808510638,666.9047619047619,752.5,767.6470588235294
2079,4,728.2608695652174,815.0,1023.4,994.1379310344828
2079,5,911.4285714285714,1040.0,1006.6666666666666,1162.5
2079,6,1275.0,1070.0,1000.0,
2079,U,,650.0,555.0,
2080,2,500.0,468.75,,567.5
2080,3,635.0,655.7142857142857,684.5,812.5
2080,4,826.25,765.0,795.5555555555555,997.5
2080,5,,660.0,850.0,1025.0
2080,6,950.0,,,
2081,1,,370.0,425.0,500.0
2081,2,465.0,483.75,559.375,598.1818181818181
2081,3,608.0555555555555,630.0,702.6470588235294,754.2105263157895
2081,4,760.0,766.5384615384615,835.5882352941177,936.6666666666666
2081,5,891.0,945.0,1004.0,1039.0
2081,6,1100.0,,,
2081,7,,950.0,1200.0,
2081,U,530.0,,,
2082,1,475.0,292.5,350.0,
2082,2,488.75,526.25,535.0,692.1428571428571
2082,3,644.4444444444445,700.75,720.6,801.3157894736842
2082,4,796.8181818181819,812.8571428571429,862.0454545454545,914.1666666666666
2082,5,833.3333333333334,881.6666666666666,950.0,1018.0
2082,6,,850.0,,1250.0
2083,1,343.3333333333333,,395.0,466.3333333333333
2083,2,513.1818181818181,492.5,552.0,549.1666666666666
2083,3,618.6363636363636,615.0,578.6363636363636,710.0
2083,4,637.2857142857143,641.0,720.0,696.0
2083,5,895.0,,962.5,900.0
2083,U,,595.0,,
2084,1,,,510.0,
2084,2,611.25,650.0,1191.6666666666667,1233.3333333333333
2084,3,930.0,901.0,856.25,1032.0
2084,4,1197.7777777777778,1275.0,1265.8333333333333,1391.25
2084,5,1883.3333333333333,1400.0,1498.75,2750.0
2084,6,,2150.0,2583.3333333333335,3300.0
2085,1,457.14285714285717,450.0,,560.0
2085,2,592.5,,682.5,1016.6666666666666
2085,3,1025.892857142857,1043.076923076923,1075.0,1181.3461538461538
2085,4,1225.6857142857143,1346.625,1381.1842105263158,1562.3170731707316
2085,5,1477.4375,1512.0,1425.0,1707.857142857143
2085,6,1850.0,1566.6666666666667,1650.0,
2085,U,,,1150.0,
2086,0,,2375.0,,
2086,1,581.6666666666666,433.75,454.54545454545456,525.5555555555555
2086,12,,4020.0,,
2086,2,637.9166666666666,725.9090909090909,720.7894736842105,734.1666666666666
2086,3,938.6619718309859,984.329268292683,1035.0,1080.2058823529412
2086,4,1299.0,1289.4827586206898,1296.0869565217392,1455.4
2086,5,1448.695652173913,1434.3181818181818,1577.857142857143,1743.25
2086,6,1341.6666666666667,1487.5,1568.75,1656.25
2086,7,2150.0,,,
2086,U,950.0,700.0,550.0,
2087,0,,,,450.0
2087,1,448.75,385.0,515.0,547.5
2087,2,643.3333333333334,686.7391304347826,736.0526315789474,745.2173913043479
2087,3,950.8928571428571,967.3809523809524,1042.1311475409836,1043.8392857142858
2087,4,1222.9183673469388,1270.2777777777778,1354.5714285714287,1346.6666666666667
2087,5,1380.5,1439.5652173913043,1579.6296296296296,1607.4137931034484
2087,6,1533.3333333333333,1600.0,1672.5,1750.0
2087,U,,685.0,,3800.0
2088,0,690.0,,,740.0
2088,1,435.0,482.17391304347825,584.1176470588235,606.7307692307693
2088,2,794.0,871.734693877551,879.5588235294117,960.5681818181819
2088,3,1418.4953271028037,1496.3939393939395,1541.7704918032787,1599.7
2088,4,2361.5263157894738,2312.590361445783,2609.4021739130435,2301.7073170731705
2088,5,3291.9811320754716,3170.6,3307.317073170732,3538.1132075471696
2088,6,2075.0,5000.0,2530.0,3600.0
2088,U,3225.0,730.0,1815.8333333333333,
2089,0,466.6666666666667,496.6666666666667,505.0,637.5
2089,1,419.0,536.0714285714286,557.9545454545455,602.9166666666666
2089,2,759.1935483870968,941.0,824.0,921.3793103448276
2089,3,1094.126984126984,1190.1948051948052,1243.1186440677966,1433.6666666666667
2089,4,1467.75,1554.047619047619,1590.4761904761904,1636.1538461538462
2089,5,4025.0,1273.3333333333333,2608.3333333333335,4106.25
2089,6,,,,2200.0
2089,7,,3650.0,,
2089,U,675.0,555.0,756.6666666666666,
2090,0,413.75,300.0,660.0,
2090,1,430.0,520.5555555555555,571.0,569.0
2090,2,750.5714285714286,783.1081081081081,944.75,1006.530612244898
2090,3,1138.546875,1199.4303797468353,1263.8135593220338,1449.322033898305
2090,4,1906.896551724138,2184.0,1928.6,1832.2727272727273
2090,5,2058.75,2591.6666666666665,2248.214285714286,2120.0
2090,6,2250.0,4117.5,,
2090,U,2050.0,933.8461538461538,570.0,
2092,1,350.0,350.0,,500.0
2092,2,763.3333333333334,893.3333333333334,652.0,1011.0
2092,3,1203.888888888889,1233.7037037037037,1286.551724137931,1320.5405405405406
2092,4,1665.2083333333333,1810.8823529411766,1864.4736842105262,1982.121212121212
2092,5,2288.235294117647,2127.0,2308.684210526316,2276.0454545454545
2092,6,2512.5,2950.0,2900.0,2500.0
2092,U,720.0,3700.0,,
2093,1,460.0,486.5625,564.2857142857143,627.7272727272727
2093,2,803.0681818181819,792.4242424242424,806.2765957446809,916.9230769230769
2093,3,1142.857142857143,1289.6078431372548,1316.5168539325844,1527.9166666666667
2093,4,1684.017857142857,1616.8591549295775,1870.7384615384615,1991.6666666666667
2093,5,2100.0,2081.4285714285716,2196.5476190476193,2462.7586206896553
2093,6,1608.3333333333333,2250.0,1775.0,2275.0
2093,U,1750.0,580.0,425.0,
2094,0,1310.0,,1950.0,
2094,1,695.0,501.6666666666667,723.75,795.0
2094,2,881.875,978.8235294117648,968.2,1180.0
2094,3,1270.5882352941176,1276.8181818181818,1569.8148148148148,1525.0
2094,4,1720.0,1876.2777777777778,1712.3076923076924,1946.6666666666667
2094,5,1837.5,1980.5555555555557,2280.0,1925.0
2094,6,,2300.0,2100.0,
2094,7,,,,1850.0
2094,U,,716.6666666666666,1550.0,
2095,0,442.5,485.0,413.3333333333333,
2095,1,590.5,654.7826086956521,756.5909090909091,745.2941176470588
2095,2,941.3636363636364,961.8253968253969,1139.8245614035088,1099.7560975609756
2095,3,1543.265306122449,1664.3396226415093,1738.9583333333333,1607.3863636363637
2095,4,2222.7083333333335,2456.5384615384614,2444.318181818182,2475.1724137931033
2095,5,2816.6666666666665,3595.0,2889.0,2730.0
2095,6,,,2800.0,
2095,U,,821.25,1431.25,
2096,0,,680.0,,
2096,1,653.125,633.125,631.6666666666666,652.1428571428571
2096,2,806.8421052631579,812.4418604651163,936.7567567567568,955.7142857142857
2096,3,1214.7058823529412,1276.111111111111,1351.4634146341464,1581.9268292682927
2096,4,1751.764705882353,1953.9473684210527,1833.7209302325582,2008.2051282051282
2096,5,2260.714285714286,2046.6666666666667,2271.153846153846,2427.2727272727275
2096,6,1550.0,2050.0,2112.5,1700.0
2096,U,,1093.3333333333333,806.0,
2097,1,535.0,447.85714285714283,557.9166666666666,614.1666666666666
2097,2,797.5,732.5925925925926,772.0689655172414,820.7575757575758
2097,3,1013.2352941176471,1096.7567567567567,1099.9811320754718,1216.276595744681
2097,4,1359.5,1546.4772727272727,1562.6470588235295,1695.2439024390244
2097,5,1800.8333333333333,1817.5,1881.7857142857142,2095.4
2097,6,2300.0,2025.0,2033.3333333333333,2087.5
2097,U,800.0,700.0,857.5,
2099,0,530.0,,,550.0
2099,1,445.59090909090907,601.3157894736842,555.4545454545455,591.5909090909091
2099,2,671.046511627907,682.7818181818182,737.2674418604652,862.2857142857143
2099,3,950.195652173913,1053.8392857142858,1094.5378151260504,1183.6904761904761
2099,4,1370.2941176470588,1458.4,1514.5,1589.5774647887324
2099,5,1604.7058823529412,1615.0,1905.657894736842,2199.1071428571427
2099,6,1625.0,1695.0,2208.3333333333335,2061.25
2099,7,2800.0,,,1712.5
2099,9,2485.0,,,
2099,U,,512.8947368421053,579.2857142857143,
2100,0,,402.5,,422.0
2100,1,586.0,593.3333333333334,629.2857142857143,705.9375
2100,2,743.4,707.0370370370371,767.2222222222222,804.4117647058823
2100,3,950.561797752809,1003.2417582417582,1122.686567164179,1222.2535211267605
2100,4,1155.16,1286.7096774193549,1312.6382978723404,1380.1960784313726
2100,5,1393.421052631579,1578.2608695652175,1647.6486486486488,1754.75
2100,6,,1600.0,1675.0,1597.5
2100,U,1275.0,700.0,490.0,1250.0
2101,0,375.0,,,
2101,1,538.5,517.6923076923077,548.9130434782609,615.0
2101,2,748.9411764705883,743.1914893617021,735.7692307692307,810.1
2101,3,967.6865671641791,1047.857142857143,1079.5714285714287,1128.5294117647059
2101,4,1399.6739130434783,1331.4772727272727,1441.8367346938776,1533.5897435897436
2101,5,1717.5,1761.1538461538462,1976.6666666666667,2166.6666666666665
2101,6,7000.0,2187.5,2300.0,2600.0
2101,7,1300.0,,,1650.0
2101,U,,695.0,,
2102,1,550.0,423.3333333333333,610.0,431.25
2102,2,698.8888888888889,759.0909090909091,810.625,853.2142857142857
2102,23,,,,1575.0
2102,3,1012.3611111111111,1101.8918918918919,1179.871794871795,1316.7391304347825
2102,4,1430.5813953488373,1404.4827586206898,1413.0,1572.5
2102,5,1471.4285714285713,1692.0,1538.888888888889,1598.0
2102,6,1150.0,,,1725.0
2102,U,900.0,,,
2103,1,494.5,417.5,551.6666666666666,575.0
2103,2,701.0,715.1724137931035,771.0714285714286,791.9444444444445
2103,3,1055.7719298245613,1125.4761904761904,1133.1818181818182,1262.111111111111
2103,4,1495.7407407407406,1402.7777777777778,1391.0714285714287,1531.896551724138
2103,5,1193.0,1783.4615384615386,1615.0,2209.4444444444443
2103,6,1750.0,2400.0,1825.0,1875.0
2103,7,,1200.0,1750.0,
2103,U,1260.0,430.0,,
2104,1,,400.0,,815.0
2104,2,846.25,,894.5,1028.3333333333333
2104,3,1412.5,1212.0,1349.375,1443.0
2104,4,1587.5,1427.2727272727273,1577.142857142857,1702.7777777777778
2104,5,2325.0,3100.0,2175.0,1425.0
2104,6,1971.0,,,
2104,7,,,1600.0,
2105,1,575.0,675.0,450.0,500.0
2105,2,860.0,815.3333333333334,897.5,830.0
2105,3,843.75,869.4444444444445,1055.0,1014.0909090909091
2105,4,1750.0,1510.0,1441.6666666666667,2481.25
2105,5,950.0,,2200.0,1383.3333333333333
2105,U,700.0,,,
2106,0,535.0,400.0,,
2106,1,469.375,540.0,538.5714285714286,573.3333333333334
2106,2,810.0,863.3333333333334,772.5,868.4090909090909
2106,3,1121.6842105263158,1217.5,1159.0,1330.4
2106,4,1516.0344827586207,1732.7173913043478,1601.7142857142858,1590.735294117647
2106,5,2085.4166666666665,1439.5,2161.6666666666665,1724.5
2106,6,2050.0,1850.0,,2000.0
2106,U,2100.0,445.0,1890.0,
2107,0,360.0,,,
2107,1,492.85714285714283,536.5384615384615,547.8260869565217,603.8636363636364
2107,2,740.1470588235294,747.0454545454545,838.8571428571429,813.0882352941177
2107,3,1083.611111111111,1204.8181818181818,1312.625,1286.9444444444443
2107,4,1613.3076923076924,1586.9014084507041,1568.235294117647,1627.381443298969
2107,5,1834.3478260869565,1936.842105263158,1918.3333333333333,2063.75
2107,6,1950.0,2450.0,,1462.5
2107,U,1440.0,983.3333333333334,1100.0,
2108,1,650.0,767.5,675.0,700.0
2108,2,894.0,825.0,,992.5
2108,3,1094.0,1263.888888888889,1115.625,1213.0
2108,4,1648.4615384615386,1589.2857142857142,1890.357142857143,1809.0625
2108,5,2087.5,2412.5,1800.0,3000.0
2108,6,1600.0,,,
2108,7,,3750.0,3800.0,3150.0
2110,0,,,,450.0
2110,1,550.0,407.6666666666667,540.0,650.0
2110,2,687.2222222222222,665.4545454545455,725.4545454545455,775.0
2110,3,1032.0,1067.6923076923076,1184.7619047619048,1244.1666666666667
2110,4,1485.46875,1653.4848484848485,1748.409090909091,1744.8214285714287
2110,5,2090.5,2065.3846153846152,2091.6666666666665,2288.8888888888887
2110,6,4200.0,,,1500.0
2110,U,450.0,1163.3333333333333,,
2111,0,333.3333333333333,350.0,390.0,
2111,1,454.375,407.77777777777777,533.6363636363636,518.3333333333334
2111,2,565.8064516129032,622.6,697.6666666666666,735.0
2111,3,772.4285714285714,884.3571428571429,927.5373134328358,1008.1730769230769
2111,4,1131.2,1259.6774193548388,1205.0,1304.047619047619
2111,5,1830.0,1573.0,1920.0,1998.6
2111,6,1425.0,1650.0,1600.0,8800.0
2111,7,,,2500.0,2500.0
2111,U,,700.0,700.0,
2112,1,334.5,457.8333333333333,521.5909090909091,545.7692307692307
2112,2,515.4938271604939,554.7362637362637,623.5277777777778,650.3086419753087
2112,3,703.1437125748503,765.4973262032086,827.2697368421053,907.2834645669292
2112,4,930.3846153846154,1055.989010989011,1116.2371134020618,1271.3131313131314
2112,5,1196.969696969697,1341.625,1377.4468085106382,1601.8181818181818
2112,6,1291.6666666666667,1378.3333333333333,1258.3333333333333,1385.0
2112,7,1000.0,,1500.0,1150.0
2112,U,580.0,545.4545454545455,712.5,1117.5
2113,0,370.0,,,429.0
2113,1,437.94117647058823,512.5925925925926,590.9090909090909,646.40625
2113,2,501.1363636363636,584.5352112676056,687.6582278481013,741.671875
2113,3,675.8035714285714,723.7009345794393,809.234693877551,859.7304347826087
2113,4,859.8387096774194,1037.3529411764705,1170.4666666666667,1231.9021739130435
2113,5,1148.0,1314.4642857142858,1363.4782608695652,1542.7083333333333
2113,6,1392.857142857143,1218.75,1366.6666666666667,1586.0
2113,7,,,,1680.0
2113,8,,950.0,,
2113,U,,779.0909090909091,775.0,980.0
2114,0,,300.0,385.0,
2114,1,348.92857142857144,383.62068965517244,475.6818181818182,442.0
2114,2,482.7118644067797,526.3432835820895,612.0754716981132,653.7307692307693
2114,3,629.8175675675676,700.4504504504505,785.9663865546219,829.2173913043479
2114,4,818.5849056603773,893.448275862069,955.390625,1119.3877551020407
2114,5,987.3076923076923,1022.0588235294117,1268.0555555555557,1378.75
2114,6,1400.0,,1500.0,1465.0
2114,8,950.0,,,
2114,U,640.0,425.0,561.6666666666666,
2115,1,353.3333333333333,365.0,454.0,436.25
2115,2,458.4375,467.22222222222223,574.0625,618.6
2115,3,573.0813953488372,604.4078947368421,700.8552631578947,755.4225352112676
2115,4,751.6304347826087,789.2553191489362,963.8,1053.0487804878048
2115,5,901.1764705882352,1010.4166666666666,1150.0,1226.1290322580646
2115,6,750.0,1175.0,1076.6666666666667,1245.0
2115,7,900.0,,1500.0,
2115,U,250.0,935.0,,
2116,0,220.0,,,
2116,1,306.5,290.0,397.5,389.0
2116,2,436.875,467.037037037037,512.1428571428571,580.0
2116,3,526.171875,587.0535714285714,672.0535714285714,733.9705882352941
2116,4,652.8,759.2,893.9583333333334,1050.8823529411766
2116,5,710.0,959.375,1072.5,1235.0
2116,6,,760.0,890.0,1116.6666666666667
2116,7,,,1200.0,
2116,U,,,560.0,
2117,0,,330.0,350.0,380.0
2117,1,208.75,282.3333333333333,368.2142857142857,326.6666666666667
2117,2,419.25,462.15384615384613,543.1521739130435,574.4905660377359
2117,3,537.5568181818181,596.1481481481482,679.0643274853801,738.0409356725146
2117,4,708.0701754385965,840.7281553398059,913.9108910891089,991.1666666666666
2117,5,801.25,962.5806451612904,1078.875,1206.5853658536585
2117,6,,953.3333333333334,1200.0,1175.0
2117,7,800.0,,1800.0,1250.0
2117,U,440.0,619.2857142857143,533.3333333333334,
2118,1,239.8181818181818,386.42857142857144,385.64,407.53333333333336
2118,2,452.4418604651163,467.90909090909093,548.4181818181818,651.0454545454545
2118,3,563.9244186046511,637.375,708.61875,771.84375
2118,4,715.7142857142857,788.2478632478633,906.5447154471544,907.9245283018868
2118,5,837.5757575757576,927.4871794871794,1048.2926829268292,1065.5813953488373
2118,6,860.0,1026.6666666666667,1021.2,906.6666666666666
2118,7,,,,1100.0
2118,U,650.0,506.42857142857144,800.0,850.0
2119,0,,,,590.0
2119,1,293.3333333333333,416.25,592.5,600.0
2119,2,514.4444444444445,653.0,557.875,620.0
2119,3,728.9642857142857,739.0540540540541,842.6486486486486,892.0967741935484
2119,4,865.375,940.1282051282051,1048.5135135135135,1071.4423076923076
2119,5,1000.0,1162.6923076923076,1255.2941176470588,1269.5
2119,6,1150.0,1385.0,1240.0,1475.0
2119,7,1400.0,,1650.0,
2119,U,,,760.0,300.0
2120,0,290.0,,,
2120,1,299.6666666666667,371.5,399.54545454545456,449.61538461538464
2120,2,498.44444444444446,527.8571428571429,599.9038461538462,597.4857142857143
2120,3,645.1162790697674,682.8879310344828,770.0,789.2718446601941
2120,4,817.6760563380282,871.6197183098592,971.8125,1030.9285714285713
2120,5,929.3181818181819,996.25,1410.0,1169.2592592592594
2120,6,850.0,1400.0,1350.0,1187.5
2120,7,1150.0,,,
2120,8,,,,1195.0
2120,U,640.0,488.75,630.0,600.0
2121,0,,850.0,,
2121,1,379.6666666666667,448.0,451.875,556.0
2121,2,451.25,525.7746478873239,622.1774193548387,679.7297297297297
2121,3,648.4585987261147,711.8322981366459,800.7371794871794,841.8248175182482
2121,4,786.4830508474577,873.5585585585585,936.3333333333334,1064.55
2121,5,973.2222222222222,1140.0,1200.1063829787233,1302.8703703703704
2121,6,873.3333333333334,1247.5,1285.5555555555557,1408.3333333333333
2121,7,,1050.0,,1300.0
2121,U,665.0,589.6153846153846,550.0,
2122,0,780.0,,503.3333333333333,650.0
2122,1,318.5,334.3333333333333,331.7073170731707,382.04545454545456
2122,12,,,,2900.0
2122,2,460.04405286343615,507.6237623762376,607.2057142857143,663.3333333333334
2122,3,635.0253807106599,689.9157303370787,781.5841584158416,837.6993865030674
2122,4,800.5809523809523,892.7464788732394,967.4489795918367,1066.896551724138
2122,5,987.3214285714286,1073.2553191489362,1216.8867924528302,1333.972602739726
2122,6,981.0,907.6470588235294,756.6666666666666,996.4285714285714
2122,7,1000.0,950.0,1400.0,1063.3333333333333
2122,U,,451.7857142857143,806.0,
2125,1,300.0,420.0,410.0,423.75
2125,2,506.5,562.8571428571429,588.4375,602.5
2125,3,665.4716981132076,712.2413793103449,808.3333333333334,836.4035087719299
2125,4,869.3728813559322,943.2758620689655,992.054794520548,982.2692307692307
2125,5,1183.142857142857,1360.909090909091,1259.0196078431372,1334.2424242424242
2125,6,1375.0,1270.0,1558.3333333333333,1721.4285714285713
2125,7,,900.0,1250.0,1225.0
2125,8,,,1900.0,
2125,U,,750.0,,
2126,1,170.0,230.0,407.5,425.55555555555554
2126,2,486.3636363636364,524.2857142857143,568.75,599.6875
2126,3,697.5844155844156,746.8354430379746,856.8125,883.8421052631579
2126,4,854.6296296296297,967.8148148148148,1047.107142857143,1124.4
2126,5,914.4827586206897,1072.9310344827586,1066.851851851852,1192.837837837838
2126,6,950.0,1200.0,1300.0,1362.5
2126,7,,,,1500.0
2126,U,868.3333333333334,455.0,1150.0,
2127,1,451.6666666666667,496.5217391304348,626.1538461538462,664.0
2127,2,543.2,643.75,739.7105263157895,763.3333333333334
2127,22,,850.0,,
2127,3,732.5185185185185,816.195652173913,948.6274509803922,967.3958333333334
2127,4,830.4166666666666,918.4117647058823,1028.3333333333333,1183.0555555555557
